transaction_id,customer_id,transaction_date,transaction_type,amount,product_category,product_subcategory,branch_city,branch_lat,branch_long,channel,currency,credit_card_fees,insurance_fees,late_payment_amount,customer_score,monthly_income,customer_segment,recommended_offer,month,year_month,total_fees
3711,3875,2023-10-03,Withdrawal,235.8805256,Savings Account,Platinum,Valencia,39.4699,-0.3763,Mobile,EUR,0,0,0,736,581573,Middle Income Segment,Mid-tier Savings Booster,10,2023-10,0
3712,4191,2023-05-10,Card Payment,5317.897323,Loan,Business,Madrid,40.4168,-3.7038,Online,EUR,0,1975,0,593,388025,Middle Income Segment,Personal Loan Cashback Offer,5,2023-05,1975
3713,2837,2023-12-05,Loan Payment,9311.455217,Credit Card,Standard,Zaragoza,41.6488,-0.8891,Branch,EUR,4711,0,5396,714,705264,High Income Segment,Exclusive Platinum Package,12,2023-12,10107
3714,1689,2024-01-15,Transfer,6964.351521,Mortgage,Business,Malaga,36.7213,-4.4214,Online,USD,0,0,0,777,411265,Middle Income Segment,Mid-tier Savings Booster,1,2024-01,0
3715,4759,2024-08-08,Withdrawal,2958.967287,Credit Card,Standard,Madrid,40.4168,-3.7038,ATM,EUR,609,0,0,338,264112,Low Income Segment,Financial Literacy Program Access,8,2024-08,609
3716,3103,2023-11-11,Loan Payment,9283.686135,Credit Card,Business,Malaga,36.7213,-4.4214,Online,EUR,4842,0,18525,385,5113,Middle Income Segment,Gold Card with Travel Benefits,11,2023-11,23367
3717,1365,2023-10-03,Withdrawal,7542.587186,Mortgage,Business,Zaragoza,41.6488,-0.8891,ATM,EUR,0,0,0,440,302293,Middle Income Segment,Mid-tier Savings Booster,10,2023-10,0
3718,9092,2023-10-15,Deposit,3573.628094,Loan,Student,Bilbao,43.263,-2.935,Mobile,EUR,0,6596,0,445,947093,High Income Segment,Premium Investment Services,10,2023-10,6596
3719,5172,2024-03-20,Withdrawal,3906.686097,Savings Account,Business,Zaragoza,41.6488,-0.8891,ATM,USD,0,0,0,641,431896,Middle Income Segment,Mid-tier Savings Booster,3,2024-03,0
3720,7033,2023-05-15,Deposit,1749.771836,Checking Account,Business,Madrid,40.4168,-3.7038,Online,EUR,0,0,0,455,134502,Low Income Segment,Financial Literacy Program Access,5,2023-05,0
3721,3378,2025-04-01,Withdrawal,3085.489481,Loan,Business,Bilbao,43.263,-2.935,Online,EUR,0,123,0,497,829357,High Income Segment,Premium Investment Services,4,2025-04,123
3722,2205,2023-01-09,Withdrawal,4035.431508,Loan,Gold,Barcelona,41.3874,2.1686,Branch,EUR,0,4105,0,593,797913,High Income Segment,Premium Investment Services,1,2023-01,4105
3723,5988,2024-03-18,Transfer,1972.150541,Savings Account,Gold,Seville,37.3891,-5.9845,ATM,EUR,0,0,0,810,254446,Low Income Segment,No-Fee Basic Account,3,2024-03,0
3724,6669,2024-08-06,Card Payment,7242.440361,Loan,Platinum,Valencia,39.4699,-0.3763,Online,USD,0,82,0,586,51495,Middle Income Segment,Personal Loan Cashback Offer,8,2024-08,82
3725,3735,2024-10-19,Transfer,6403.997666,Loan,Student,Bilbao,43.263,-2.935,Mobile,EUR,0,4464,0,609,538066,Middle Income Segment,Personal Loan Cashback Offer,10,2024-10,4464
3726,9490,2023-04-21,Fee,7277.152369,Credit Card,Gold,Malaga,36.7213,-4.4214,Mobile,EUR,2986,0,0,779,349387,Middle Income Segment,Gold Card with Travel Benefits,4,2023-04,2986
3727,1956,2024-08-27,Withdrawal,7017.62541,Credit Card,Platinum,Seville,37.3891,-5.9845,Branch,EUR,596,0,0,429,260912,Low Income Segment,Financial Literacy Program Access,8,2024-08,596
3728,7623,2024-09-29,Deposit,693.0692627,Mortgage,Platinum,Seville,37.3891,-5.9845,Online,USD,0,0,0,782,368232,Middle Income Segment,Mid-tier Savings Booster,9,2024-09,0
3729,2474,2024-05-20,Withdrawal,2008.060723,Mortgage,Platinum,Malaga,36.7213,-4.4214,Branch,EUR,0,0,0,732,952632,High Income Segment,Exclusive Platinum Package,5,2024-05,0
3730,5460,2024-02-11,Loan Payment,3218.037625,Mortgage,Student,Bilbao,43.263,-2.935,Branch,EUR,0,0,7011,582,484686,Middle Income Segment,Mid-tier Savings Booster,2,2024-02,7011
3731,8002,2024-05-06,Deposit,4663.661673,Checking Account,Standard,Valencia,39.4699,-0.3763,Mobile,EUR,0,0,0,774,610354,Middle Income Segment,Mid-tier Savings Booster,5,2024-05,0
3732,7396,2023-05-17,Loan Payment,4466.157253,Savings Account,Student,Valencia,39.4699,-0.3763,Branch,EUR,0,0,17915,492,869099,High Income Segment,Premium Investment Services,5,2023-05,17915
3733,3828,2023-11-27,Fee,2538.857409,Checking Account,Platinum,Seville,37.3891,-5.9845,Mobile,EUR,0,0,0,583,321595,Middle Income Segment,Mid-tier Savings Booster,11,2023-11,0
3734,3850,2023-10-26,Loan Payment,7515.464594,Checking Account,Business,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,3883,582,107021,Low Income Segment,Financial Literacy Program Access,10,2023-10,3883
3735,3964,2024-11-30,Fee,2587.935378,Mortgage,Platinum,Murcia,37.9847,-1.1287,Mobile,USD,0,0,0,511,6225,Middle Income Segment,Mid-tier Savings Booster,11,2024-11,0
3736,5594,2025-05-16,Fee,4613.000849,Savings Account,Business,Malaga,36.7213,-4.4214,Mobile,EUR,0,0,0,526,996919,High Income Segment,Premium Investment Services,5,2025-05,0
3737,7644,2023-08-27,Fee,6247.689045,Checking Account,Student,Seville,37.3891,-5.9845,Branch,EUR,0,0,0,372,833852,High Income Segment,Premium Investment Services,8,2023-08,0
3738,3850,2023-04-14,Loan Payment,3811.220838,Credit Card,Standard,Barcelona,41.3874,2.1686,Online,EUR,2046,0,7917,717,289211,Low Income Segment,Financial Literacy Program Access,4,2023-04,9963
3739,1165,2023-08-18,Fee,1614.992851,Checking Account,Gold,Zaragoza,41.6488,-0.8891,Mobile,EUR,0,0,0,691,739206,High Income Segment,Premium Investment Services,8,2023-08,0
3740,1919,2024-10-06,Fee,3833.30699,Credit Card,Gold,Zaragoza,41.6488,-0.8891,Online,EUR,244,0,0,622,648264,Middle Income Segment,Gold Card with Travel Benefits,10,2024-10,244
3741,9305,2023-11-07,Transfer,1672.845506,Checking Account,Standard,Bilbao,43.263,-2.935,Online,EUR,0,0,0,661,890346,High Income Segment,Premium Investment Services,11,2023-11,0
3742,4504,2023-01-12,Card Payment,2801.25146,Savings Account,Business,Seville,37.3891,-5.9845,Online,EUR,0,0,0,592,754114,High Income Segment,Premium Investment Services,1,2023-01,0
3743,1991,2024-03-15,Withdrawal,5626.628204,Credit Card,Business,Murcia,37.9847,-1.1287,Online,EUR,2911,0,0,462,535481,Middle Income Segment,Gold Card with Travel Benefits,3,2024-03,2911
3744,7047,2024-03-20,Fee,7516.148401,Credit Card,Standard,Valencia,39.4699,-0.3763,Branch,EUR,967,0,0,627,293511,Low Income Segment,Financial Literacy Program Access,3,2024-03,967
3745,4839,2025-04-06,Deposit,7872.173171,Mortgage,Standard,Barcelona,41.3874,2.1686,Online,EUR,0,0,0,383,434247,Middle Income Segment,Mid-tier Savings Booster,4,2025-04,0
3746,2258,2024-10-03,Deposit,3382.379755,Credit Card,Platinum,Seville,37.3891,-5.9845,ATM,EUR,1838,0,0,481,742007,High Income Segment,Exclusive Platinum Package,10,2024-10,1838
3747,8609,2023-07-20,Transfer,7109.248344,Checking Account,Student,Bilbao,43.263,-2.935,Branch,USD,0,0,0,336,550589,Middle Income Segment,Mid-tier Savings Booster,7,2023-07,0
3748,9706,2024-11-10,Loan Payment,615.418437,Checking Account,Platinum,Bilbao,43.263,-2.935,Mobile,EUR,0,0,18159,635,814863,High Income Segment,Premium Investment Services,11,2024-11,18159
3749,5804,2025-05-11,Loan Payment,12053.62401,Mortgage,Platinum,Bilbao,43.263,-2.935,Online,EUR,0,0,19962,764,386759,Middle Income Segment,Mid-tier Savings Booster,5,2025-05,19962
3750,1067,2025-05-10,Loan Payment,5092.775453,Loan,Student,Valencia,39.4699,-0.3763,Online,EUR,0,7065,1413,794,304567,Middle Income Segment,Personal Loan Cashback Offer,5,2025-05,8478
3751,6660,2023-02-17,Fee,1779.392657,Credit Card,Gold,Zaragoza,41.6488,-0.8891,Mobile,EUR,275,0,0,843,551936,Middle Income Segment,Gold Card with Travel Benefits,2,2023-02,275
3752,5478,2024-12-13,Card Payment,1185.834655,Credit Card,Student,Bilbao,43.263,-2.935,Mobile,EUR,1229,0,0,814,499575,Middle Income Segment,Gold Card with Travel Benefits,12,2024-12,1229
3753,9210,2024-01-29,Card Payment,2166.986042,Credit Card,Gold,Barcelona,41.3874,2.1686,Branch,EUR,3894,0,0,775,397796,Middle Income Segment,Gold Card with Travel Benefits,1,2024-01,3894
3754,4521,2025-05-15,Loan Payment,957.8478262,Checking Account,Student,Murcia,37.9847,-1.1287,Mobile,EUR,0,0,1984,676,233651,Low Income Segment,Financial Literacy Program Access,5,2025-05,1984
3755,1572,2024-01-07,Loan Payment,2291.875423,Savings Account,Gold,Malaga,36.7213,-4.4214,Online,EUR,0,0,5912,826,475885,Middle Income Segment,Mid-tier Savings Booster,1,2024-01,5912
3756,8082,2024-08-11,Withdrawal,1747.518098,Savings Account,Business,Madrid,40.4168,-3.7038,ATM,EUR,0,0,0,372,371255,Middle Income Segment,Mid-tier Savings Booster,8,2024-08,0
3757,8832,2023-01-21,Card Payment,1781.895831,Savings Account,Business,Barcelona,41.3874,2.1686,Mobile,EUR,0,0,0,360,625444,Middle Income Segment,Mid-tier Savings Booster,1,2023-01,0
3758,6395,2025-04-01,Fee,2349.879533,Mortgage,Student,Valencia,39.4699,-0.3763,Mobile,EUR,0,0,0,646,414154,Middle Income Segment,Mid-tier Savings Booster,4,2025-04,0
3759,3258,2025-04-28,Fee,9835.176569,Mortgage,Standard,Valencia,39.4699,-0.3763,Online,EUR,0,0,0,518,145023,Low Income Segment,Financial Literacy Program Access,4,2025-04,0
3760,7039,2024-03-17,Deposit,4742.599863,Checking Account,Business,Barcelona,41.3874,2.1686,ATM,EUR,0,0,0,355,90013,High Income Segment,Premium Investment Services,3,2024-03,0
3761,1650,2023-03-30,Deposit,4899.794537,Savings Account,Student,Barcelona,41.3874,2.1686,Mobile,EUR,0,0,0,459,14055,Low Income Segment,No-Fee Basic Account,3,2023-03,0
3762,6741,2024-04-12,Withdrawal,2091.878951,Loan,Student,Barcelona,41.3874,2.1686,Mobile,EUR,0,1,0,356,756662,High Income Segment,Premium Investment Services,4,2024-04,1
3763,7838,2024-08-07,Transfer,8159.366011,Credit Card,Business,Valencia,39.4699,-0.3763,Branch,EUR,198,0,0,488,465465,Middle Income Segment,Gold Card with Travel Benefits,8,2024-08,198
3764,3587,2024-01-14,Fee,173.7741494,Savings Account,Student,Malaga,36.7213,-4.4214,Branch,EUR,0,0,0,678,886364,High Income Segment,Premium Investment Services,1,2024-01,0
3765,8876,2024-05-03,Deposit,921.8685317,Loan,Standard,Bilbao,43.263,-2.935,Branch,USD,0,4236,0,579,886601,High Income Segment,Premium Investment Services,5,2024-05,4236
3766,4262,2025-02-09,Loan Payment,6342.227357,Credit Card,Gold,Zaragoza,41.6488,-0.8891,Mobile,EUR,2671,0,6402,766,16693,Low Income Segment,Financial Literacy Program Access,2,2025-02,9073
3767,2338,2025-01-12,Fee,3981.601123,Credit Card,Student,Valencia,39.4699,-0.3763,ATM,EUR,3319,0,0,752,824538,High Income Segment,Exclusive Platinum Package,1,2025-01,3319
3768,5996,2023-10-04,Fee,3445.916832,Mortgage,Business,Bilbao,43.263,-2.935,Mobile,USD,0,0,0,501,138521,Low Income Segment,Financial Literacy Program Access,10,2023-10,0
3769,6780,2023-11-12,Fee,46.61119074,Loan,Standard,Murcia,37.9847,-1.1287,Mobile,EUR,0,1277,0,531,234696,Low Income Segment,Financial Literacy Program Access,11,2023-11,1277
3770,3827,2023-12-28,Card Payment,3309.495206,Savings Account,Standard,Murcia,37.9847,-1.1287,ATM,EUR,0,0,0,462,603122,Middle Income Segment,Mid-tier Savings Booster,12,2023-12,0
3771,6232,2023-03-16,Deposit,2201.771047,Savings Account,Student,Barcelona,41.3874,2.1686,ATM,EUR,0,0,0,664,337136,Middle Income Segment,Mid-tier Savings Booster,3,2023-03,0
3772,3217,2024-07-24,Withdrawal,1338.245213,Checking Account,Platinum,Zaragoza,41.6488,-0.8891,Mobile,EUR,0,0,0,663,224739,Low Income Segment,Financial Literacy Program Access,7,2024-07,0
3773,4539,2024-11-12,Deposit,12071.87624,Loan,Business,Zaragoza,41.6488,-0.8891,Mobile,EUR,0,284,0,430,146975,Low Income Segment,Financial Literacy Program Access,11,2024-11,284
3774,8845,2023-10-26,Loan Payment,3438.035293,Credit Card,Standard,Zaragoza,41.6488,-0.8891,Online,EUR,4096,0,15924,629,287232,Low Income Segment,Financial Literacy Program Access,10,2023-10,20020
3775,5383,2023-05-16,Loan Payment,4525.951629,Mortgage,Business,Zaragoza,41.6488,-0.8891,ATM,EUR,0,0,3601,699,963066,High Income Segment,Exclusive Platinum Package,5,2023-05,3601
3776,3961,2023-06-09,Transfer,3983.200913,Checking Account,Student,Bilbao,43.263,-2.935,Branch,EUR,0,0,0,556,132063,Low Income Segment,Financial Literacy Program Access,6,2023-06,0
3777,4226,2024-01-28,Deposit,4141.131682,Mortgage,Student,Seville,37.3891,-5.9845,ATM,EUR,0,0,0,796,640196,Middle Income Segment,Mid-tier Savings Booster,1,2024-01,0
3778,7837,2023-08-07,Deposit,2675.075135,Credit Card,Platinum,Madrid,40.4168,-3.7038,ATM,EUR,4419,0,0,679,434206,Middle Income Segment,Gold Card with Travel Benefits,8,2023-08,4419
3779,8031,2024-09-09,Transfer,9451.855849,Credit Card,Platinum,Bilbao,43.263,-2.935,Online,EUR,3264,0,0,423,394969,Middle Income Segment,Gold Card with Travel Benefits,9,2024-09,3264
3780,4716,2024-10-19,Transfer,3902.077543,Mortgage,Student,Murcia,37.9847,-1.1287,Mobile,EUR,0,0,0,706,28845,Low Income Segment,Financial Literacy Program Access,10,2024-10,0
3781,4414,2025-03-20,Fee,4724.446341,Checking Account,Gold,Madrid,40.4168,-3.7038,ATM,EUR,0,0,0,490,115057,Low Income Segment,Financial Literacy Program Access,3,2025-03,0
3782,2448,2024-01-09,Fee,375.6895555,Credit Card,Gold,Barcelona,41.3874,2.1686,Branch,EUR,2044,0,0,470,927387,High Income Segment,Exclusive Platinum Package,1,2024-01,2044
3783,1570,2024-08-09,Loan Payment,774.1224846,Savings Account,Standard,Madrid,40.4168,-3.7038,Online,USD,0,0,3424,343,633485,Middle Income Segment,Mid-tier Savings Booster,8,2024-08,3424
3784,3904,2024-11-18,Withdrawal,115.0147637,Savings Account,Platinum,Seville,37.3891,-5.9845,Branch,EUR,0,0,0,488,636225,Middle Income Segment,Mid-tier Savings Booster,11,2024-11,0
3785,3505,2024-04-13,Loan Payment,2668.324561,Savings Account,Standard,Zaragoza,41.6488,-0.8891,Branch,EUR,0,0,15963,643,138165,Low Income Segment,No-Fee Basic Account,4,2024-04,15963
3786,1917,2024-01-02,Card Payment,3837.465872,Checking Account,Business,Valencia,39.4699,-0.3763,Online,EUR,0,0,0,762,917355,High Income Segment,Premium Investment Services,1,2024-01,0
3787,7982,2025-01-06,Deposit,2585.722816,Checking Account,Student,Madrid,40.4168,-3.7038,ATM,EUR,0,0,0,578,252233,Low Income Segment,Financial Literacy Program Access,1,2025-01,0
3788,8427,2023-08-24,Withdrawal,8698.698621,Loan,Student,Valencia,39.4699,-0.3763,Branch,EUR,0,2035,0,815,853333,High Income Segment,Premium Investment Services,8,2023-08,2035
3789,7336,2024-10-14,Fee,7774.768965,Loan,Gold,Malaga,36.7213,-4.4214,Mobile,USD,0,8686,0,546,630374,Middle Income Segment,Personal Loan Cashback Offer,10,2024-10,8686
3790,2678,2023-09-11,Transfer,2996.534138,Savings Account,Standard,Valencia,39.4699,-0.3763,Online,EUR,0,0,0,483,269661,Low Income Segment,No-Fee Basic Account,9,2023-09,0
3791,1615,2023-09-16,Transfer,5020.107108,Mortgage,Standard,Malaga,36.7213,-4.4214,Mobile,EUR,0,0,0,755,64311,Middle Income Segment,Mid-tier Savings Booster,9,2023-09,0
3792,8086,2025-03-17,Loan Payment,4884.473237,Mortgage,Business,Bilbao,43.263,-2.935,Online,EUR,0,0,1588,782,467661,Middle Income Segment,Mid-tier Savings Booster,3,2025-03,1588
3793,5749,2023-11-07,Deposit,4357.447402,Savings Account,Standard,Madrid,40.4168,-3.7038,Online,USD,0,0,0,386,986732,High Income Segment,Premium Investment Services,11,2023-11,0
3794,4505,2025-04-17,Deposit,6759.752551,Loan,Business,Zaragoza,41.6488,-0.8891,Online,EUR,0,1606,0,760,984396,High Income Segment,Premium Investment Services,4,2025-04,1606
3795,5529,2023-09-03,Transfer,2128.531663,Checking Account,Standard,Bilbao,43.263,-2.935,Branch,EUR,0,0,0,719,352681,Middle Income Segment,Mid-tier Savings Booster,9,2023-09,0
3796,2135,2023-02-12,Loan Payment,8100.752673,Mortgage,Platinum,Zaragoza,41.6488,-0.8891,Mobile,EUR,0,0,6941,354,960684,High Income Segment,Exclusive Platinum Package,2,2023-02,6941
3797,9566,2024-04-17,Card Payment,2085.970699,Checking Account,Student,Zaragoza,41.6488,-0.8891,ATM,EUR,0,0,0,365,661789,Middle Income Segment,Mid-tier Savings Booster,4,2024-04,0
3798,8226,2023-02-23,Loan Payment,928.348414,Savings Account,Business,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,3745,348,75328,High Income Segment,Premium Investment Services,2,2023-02,3745
3799,6162,2023-06-18,Fee,2205.980453,Checking Account,Student,Malaga,36.7213,-4.4214,Branch,EUR,0,0,0,834,397802,Middle Income Segment,Mid-tier Savings Booster,6,2023-06,0
3800,1206,2023-03-16,Fee,9375.976277,Mortgage,Student,Seville,37.3891,-5.9845,Branch,USD,0,0,0,641,862841,High Income Segment,Exclusive Platinum Package,3,2023-03,0
3801,5875,2023-07-27,Fee,6410.863939,Loan,Standard,Seville,37.3891,-5.9845,Online,EUR,0,4722,0,686,846638,High Income Segment,Premium Investment Services,7,2023-07,4722
3802,2319,2023-01-30,Card Payment,2463.491339,Mortgage,Standard,Bilbao,43.263,-2.935,Online,EUR,0,0,0,824,998393,High Income Segment,Exclusive Platinum Package,1,2023-01,0
3803,2141,2023-05-29,Withdrawal,8881.459941,Credit Card,Business,Barcelona,41.3874,2.1686,ATM,EUR,4544,0,0,410,582584,Middle Income Segment,Gold Card with Travel Benefits,5,2023-05,4544
3804,5627,2024-11-15,Loan Payment,3889.57927,Checking Account,Gold,Malaga,36.7213,-4.4214,Branch,EUR,0,0,19036,746,339425,Middle Income Segment,Mid-tier Savings Booster,11,2024-11,19036
3805,8389,2023-02-25,Loan Payment,6191.006076,Checking Account,Gold,Valencia,39.4699,-0.3763,Mobile,EUR,0,0,2998,609,429467,Middle Income Segment,Mid-tier Savings Booster,2,2023-02,2998
3806,3690,2024-12-04,Card Payment,2583.898106,Checking Account,Student,Valencia,39.4699,-0.3763,Branch,EUR,0,0,0,709,436456,Middle Income Segment,Mid-tier Savings Booster,12,2024-12,0
3807,8323,2023-09-04,Fee,4776.579397,Savings Account,Gold,Madrid,40.4168,-3.7038,ATM,EUR,0,0,0,471,810732,High Income Segment,Premium Investment Services,9,2023-09,0
3808,4255,2023-06-30,Transfer,3752.724535,Savings Account,Platinum,Seville,37.3891,-5.9845,Branch,USD,0,0,0,466,603323,Middle Income Segment,Mid-tier Savings Booster,6,2023-06,0
3809,9281,2023-11-05,Fee,6780.233347,Mortgage,Standard,Malaga,36.7213,-4.4214,ATM,USD,0,0,0,777,116588,Low Income Segment,Financial Literacy Program Access,11,2023-11,0
3810,6213,2025-03-17,Withdrawal,11204.45366,Loan,Student,Malaga,36.7213,-4.4214,Branch,USD,0,111,0,319,330398,Middle Income Segment,Personal Loan Cashback Offer,3,2025-03,111
3811,5108,2023-03-19,Card Payment,7020.510891,Credit Card,Standard,Bilbao,43.263,-2.935,Online,EUR,1513,0,0,578,678265,Middle Income Segment,Gold Card with Travel Benefits,3,2023-03,1513
3812,4020,2025-01-02,Transfer,5352.688095,Loan,Gold,Barcelona,41.3874,2.1686,Online,USD,0,9993,0,392,419652,Middle Income Segment,Personal Loan Cashback Offer,1,2025-01,9993
3813,2857,2023-10-17,Loan Payment,12095.604,Loan,Platinum,Malaga,36.7213,-4.4214,Online,EUR,0,1993,10554,847,473167,Middle Income Segment,Personal Loan Cashback Offer,10,2023-10,12547
3814,9996,2025-02-11,Withdrawal,2927.002032,Credit Card,Platinum,Murcia,37.9847,-1.1287,Mobile,EUR,1978,0,0,398,315087,Middle Income Segment,Gold Card with Travel Benefits,2,2025-02,1978
3815,3789,2023-11-29,Withdrawal,1283.498521,Savings Account,Business,Madrid,40.4168,-3.7038,Branch,EUR,0,0,0,625,477033,Middle Income Segment,Mid-tier Savings Booster,11,2023-11,0
3816,4875,2024-09-21,Card Payment,6977.268807,Checking Account,Student,Seville,37.3891,-5.9845,Branch,EUR,0,0,0,705,675582,Middle Income Segment,Mid-tier Savings Booster,9,2024-09,0
3817,8605,2023-10-21,Transfer,3529.872831,Savings Account,Platinum,Barcelona,41.3874,2.1686,ATM,EUR,0,0,0,773,346411,Middle Income Segment,Mid-tier Savings Booster,10,2023-10,0
3818,9135,2024-08-20,Fee,2699.353883,Checking Account,Student,Barcelona,41.3874,2.1686,Mobile,EUR,0,0,0,723,586753,Middle Income Segment,Mid-tier Savings Booster,8,2024-08,0
3819,7055,2023-03-17,Fee,1813.566494,Checking Account,Student,Bilbao,43.263,-2.935,Online,USD,0,0,0,362,762568,High Income Segment,Premium Investment Services,3,2023-03,0
3820,4882,2025-02-08,Deposit,892.1650027,Savings Account,Student,Bilbao,43.263,-2.935,Mobile,EUR,0,0,0,434,229029,Low Income Segment,No-Fee Basic Account,2,2025-02,0
3821,8175,2023-06-24,Transfer,3901.023905,Loan,Standard,Seville,37.3891,-5.9845,Mobile,EUR,0,8944,0,301,206017,Low Income Segment,Financial Literacy Program Access,6,2023-06,8944
3822,8129,2024-02-24,Fee,985.764325,Checking Account,Student,Malaga,36.7213,-4.4214,Mobile,EUR,0,0,0,701,968404,High Income Segment,Premium Investment Services,2,2024-02,0
3823,6021,2025-01-10,Withdrawal,729.2698194,Savings Account,Gold,Bilbao,43.263,-2.935,Branch,EUR,0,0,0,806,241758,Low Income Segment,No-Fee Basic Account,1,2025-01,0
3824,5735,2023-08-08,Card Payment,9645.66071,Loan,Platinum,Malaga,36.7213,-4.4214,Mobile,EUR,0,2492,0,407,651487,Middle Income Segment,Personal Loan Cashback Offer,8,2023-08,2492
3825,3387,2025-02-23,Fee,632.8103175,Credit Card,Standard,Madrid,40.4168,-3.7038,Branch,EUR,2105,0,0,505,350413,Middle Income Segment,Gold Card with Travel Benefits,2,2025-02,2105
3826,7582,2025-02-19,Card Payment,3429.900585,Checking Account,Platinum,Valencia,39.4699,-0.3763,Branch,EUR,0,0,0,506,52177,Middle Income Segment,Mid-tier Savings Booster,2,2025-02,0
3827,6866,2023-03-21,Fee,5036.020058,Loan,Gold,Madrid,40.4168,-3.7038,Branch,EUR,0,8704,0,721,895343,High Income Segment,Premium Investment Services,3,2023-03,8704
3828,3566,2024-03-26,Card Payment,7487.78983,Checking Account,Standard,Zaragoza,41.6488,-0.8891,ATM,EUR,0,0,0,531,889494,High Income Segment,Premium Investment Services,3,2024-03,0
3829,1975,2023-08-07,Withdrawal,5786.989168,Loan,Business,Madrid,40.4168,-3.7038,ATM,USD,0,2175,0,341,113229,Low Income Segment,Financial Literacy Program Access,8,2023-08,2175
3830,8212,2025-02-24,Transfer,1581.585636,Credit Card,Gold,Barcelona,41.3874,2.1686,Online,EUR,4941,0,0,506,919744,High Income Segment,Exclusive Platinum Package,2,2025-02,4941
3831,2262,2024-01-14,Deposit,696.4776564,Checking Account,Business,Malaga,36.7213,-4.4214,Mobile,EUR,0,0,0,506,276905,Low Income Segment,Financial Literacy Program Access,1,2024-01,0
3832,6047,2023-12-12,Card Payment,3654.783912,Savings Account,Platinum,Seville,37.3891,-5.9845,Online,EUR,0,0,0,370,822986,High Income Segment,Premium Investment Services,12,2023-12,0
3833,8382,2025-01-01,Fee,1844.941455,Loan,Gold,Murcia,37.9847,-1.1287,ATM,EUR,0,2383,0,377,864883,High Income Segment,Premium Investment Services,1,2025-01,2383
3834,7231,2023-09-25,Card Payment,9175.289883,Credit Card,Business,Seville,37.3891,-5.9845,Online,USD,1636,0,0,489,896895,High Income Segment,Exclusive Platinum Package,9,2023-09,1636
3835,4327,2024-08-23,Card Payment,4364.128558,Checking Account,Business,Barcelona,41.3874,2.1686,ATM,EUR,0,0,0,640,531691,Middle Income Segment,Mid-tier Savings Booster,8,2024-08,0
3836,6630,2024-07-21,Fee,3934.963934,Credit Card,Standard,Madrid,40.4168,-3.7038,Online,EUR,837,0,0,663,487621,Middle Income Segment,Gold Card with Travel Benefits,7,2024-07,837
3837,3259,2025-03-14,Fee,6696.740421,Credit Card,Standard,Madrid,40.4168,-3.7038,Branch,USD,4532,0,0,575,955364,High Income Segment,Exclusive Platinum Package,3,2025-03,4532
3838,2257,2024-07-21,Transfer,1557.467708,Checking Account,Platinum,Valencia,39.4699,-0.3763,Online,EUR,0,0,0,373,715767,High Income Segment,Premium Investment Services,7,2024-07,0
3839,1464,2025-03-26,Withdrawal,2985.622763,Checking Account,Gold,Valencia,39.4699,-0.3763,Mobile,EUR,0,0,0,397,371131,Middle Income Segment,Mid-tier Savings Booster,3,2025-03,0
3840,4294,2023-12-22,Withdrawal,426.8760623,Loan,Business,Seville,37.3891,-5.9845,Mobile,EUR,0,7837,0,837,97439,High Income Segment,Premium Investment Services,12,2023-12,7837
3841,7774,2025-03-17,Withdrawal,4378.521969,Savings Account,Gold,Madrid,40.4168,-3.7038,Mobile,EUR,0,0,0,544,389996,Middle Income Segment,Mid-tier Savings Booster,3,2025-03,0
3842,8431,2024-01-30,Withdrawal,4165.186149,Credit Card,Student,Zaragoza,41.6488,-0.8891,ATM,USD,178,0,0,669,346553,Middle Income Segment,Gold Card with Travel Benefits,1,2024-01,178
3843,2230,2025-01-05,Withdrawal,5919.12433,Checking Account,Platinum,Valencia,39.4699,-0.3763,Mobile,EUR,0,0,0,315,156506,Low Income Segment,Financial Literacy Program Access,1,2025-01,0
3844,4805,2023-05-09,Withdrawal,8968.836202,Credit Card,Platinum,Malaga,36.7213,-4.4214,Mobile,EUR,198,0,0,552,829482,High Income Segment,Exclusive Platinum Package,5,2023-05,198
3845,7419,2023-12-25,Fee,8109.65187,Loan,Standard,Barcelona,41.3874,2.1686,Online,EUR,0,1855,0,326,437695,Middle Income Segment,Personal Loan Cashback Offer,12,2023-12,1855
3846,6750,2025-03-25,Fee,4673.175405,Loan,Business,Madrid,40.4168,-3.7038,Branch,USD,0,948,0,340,531419,Middle Income Segment,Personal Loan Cashback Offer,3,2025-03,948
3847,4856,2024-09-03,Withdrawal,7697.04226,Loan,Gold,Murcia,37.9847,-1.1287,Online,EUR,0,235,0,383,613472,Middle Income Segment,Personal Loan Cashback Offer,9,2024-09,235
3848,4135,2024-04-24,Withdrawal,1800.546199,Savings Account,Business,Zaragoza,41.6488,-0.8891,ATM,EUR,0,0,0,619,721852,High Income Segment,Premium Investment Services,4,2024-04,0
3849,7953,2024-04-30,Transfer,8459.378581,Mortgage,Platinum,Bilbao,43.263,-2.935,ATM,EUR,0,0,0,323,351785,Middle Income Segment,Mid-tier Savings Booster,4,2024-04,0
3850,7034,2024-03-08,Card Payment,6447.68228,Mortgage,Business,Valencia,39.4699,-0.3763,Branch,EUR,0,0,0,557,982437,High Income Segment,Exclusive Platinum Package,3,2024-03,0
